,number_of_group,type_occasion,start_date,end_date,internal_occasion,device,devicecode,qauntity_package_one,quantity_package_double,>420,r-a
0,37,receipt,2019-08-21 05:38:11,2019-08-21 05:38:15,0,155,2928,0,1,,
0,38,pack,2019-08-21 05:38:44,2019-08-21 05:39:24,1,155,2928,,,,
0,38,receipt,2019-08-21 05:39:35,2019-08-21 05:40:04,0,155,2928,0,1,,
0,1,pack,2019-08-21 00:02:24,2019-08-21 00:03:05,1,139,28562,,,,
0,1,receipt,2019-08-21 00:02:15,2019-08-21 00:04:44,1,139,28562,0,1,,
0,2,pack,2019-08-21 00:05:26,2019-08-21 00:06:04,1,139,28562,,,,
0,2,receipt,2019-08-21 00:05:17,2019-08-21 00:07:20,1,139,28562,0,1,,
0,3,pack,2019-08-21 00:07:57,2019-08-21 00:08:43,1,139,28562,,,,
0,3,receipt,2019-08-21 00:07:51,2019-08-21 00:08:47,1,139,28562,0,1,,
0,4,pack,2019-08-21 00:09:38,2019-08-21 00:10:20,1,139,28562,,,,
0,4,receipt,2019-08-21 00:09:30,2019-08-21 00:12:21,1,139,28562,0,1,,
0,5,pack,2019-08-21 00:12:36,2019-08-21 00:13:13,1,139,28562,,,,
0,5,receipt,2019-08-21 00:14:34,2019-08-21 00:14:55,0,139,28562,0,1,,
0,6,pack,2019-08-21 00:15:26,2019-08-21 00:16:15,1,139,28562,,,,
0,6,receipt,2019-08-21 00:15:19,2019-08-21 00:17:28,1,139,28562,0,1,,
0,7,pack,2019-08-21 00:18:23,2019-08-21 00:19:06,1,139,28562,,,,
0,7,receipt,2019-08-21 00:18:11,2019-08-21 00:20:18,1,139,28562,0,1,,
0,8,pack,2019-08-21 00:20:51,2019-08-21 00:21:29,1,139,28562,,,,
0,8,receipt,2019-08-21 00:20:43,2019-08-21 00:22:51,1,139,28562,0,1,,
0,9,pack,2019-08-21 00:24:02,2019-08-21 00:24:53,1,139,28562,,,,
0,9,receipt,2019-08-21 00:23:54,2019-08-21 00:26:23,1,139,28562,0,1,,
0,10,pack,2019-08-21 00:28:25,2019-08-21 00:29:08,1,139,28562,,,,
0,10,receipt,2019-08-21 00:28:17,2019-08-21 00:30:21,1,139,28562,0,1,,
0,11,pack,2019-08-21 00:31:06,2019-08-21 00:31:45,1,139,28562,,,,
0,11,pack,2019-08-21 00:32:53,2019-08-21 00:33:32,1,139,28562,,,,
0,11,receipt,2019-08-21 00:30:56,2019-08-21 00:35:10,1,139,28562,0,2,,
0,12,pack,2019-08-21 00:38:16,2019-08-21 00:38:59,1,139,28562,,,,
0,12,receipt,2019-08-21 00:38:06,2019-08-21 00:40:37,1,139,28562,0,1,,
0,13,pack,2019-08-21 00:44:51,2019-08-21 00:45:39,1,139,28562,,,,
0,13,receipt,2019-08-21 00:44:35,2019-08-21 00:47:15,1,139,28562,0,1,,
0,14,pack,2019-08-21 00:58:30,2019-08-21 00:59:15,1,139,28562,,,,
0,14,pack,2019-08-21 01:01:03,2019-08-21 01:01:45,1,139,28562,,,,
0,14,pack,2019-08-21 01:03:48,2019-08-21 01:04:27,1,139,28562,,,,
0,14,receipt,2019-08-21 00:58:13,2019-08-21 01:06:59,1,139,28562,0,3,,
0,15,pack,2019-08-21 01:07:58,2019-08-21 01:09:05,1,139,28562,,,,
0,15,receipt,2019-08-21 01:09:45,2019-08-21 01:10:13,0,139,28562,0,1,,
0,16,pack,2019-08-21 01:12:14,2019-08-21 01:13:00,1,139,28562,,,,
0,16,receipt,2019-08-21 01:14:20,2019-08-21 01:14:34,0,139,28562,0,1,,
0,17,pack,2019-08-21 01:15:38,2019-08-21 01:16:36,1,139,28562,,,,
0,17,receipt,2019-08-21 01:18:30,2019-08-21 01:18:43,0,139,28562,0,1,,
0,18,pack,2019-08-21 01:19:15,2019-08-21 01:19:59,1,139,28562,,,,
0,18,receipt,2019-08-21 01:19:06,2019-08-21 01:21:29,1,139,28562,0,1,,
0,19,pack,2019-08-21 01:22:25,2019-08-21 01:23:17,1,139,28562,,,,
0,19,receipt,2019-08-21 01:29:19,2019-08-21 01:30:01,0,139,28562,0,1,,
0,20,pack,2019-08-21 01:37:16,2019-08-21 01:38:10,1,139,28562,,,,
0,20,receipt,2019-08-21 01:36:54,2019-08-21 01:39:12,1,139,28562,0,1,,
0,21,pack,2019-08-21 01:41:35,2019-08-21 01:42:22,1,139,28562,,,,
0,21,pack,2019-08-21 01:44:43,2019-08-21 01:48:23,1,139,28562,,,,
0,21,alarm,2019-08-21 01:45:05,None,1,139,28562,,,,
0,21,issue,2019-08-21 01:48:23,None,1,139,28562,,,,
0,21,receipt,2019-08-21 01:41:23,2019-08-21 01:48:55,1,139,28562,2,0,,
0,22,pack,2019-08-21 01:52:09,2019-08-21 01:53:07,1,139,28562,,,,
0,22,alarm,2019-08-21 01:52:38,None,1,139,28562,,,,
0,22,alarm,2019-08-21 01:52:40,None,1,139,28562,,,,
0,22,issue,2019-08-21 01:53:07,None,1,139,28562,,,,
0,22,issue,2019-08-21 01:53:07,None,1,139,28562,,,,
0,22,pack,2019-08-21 01:55:13,2019-08-21 01:56:01,1,139,28562,,,,
0,22,pack,2019-08-21 01:57:09,2019-08-21 01:57:49,1,139,28562,,,,
0,22,receipt,2019-08-21 01:51:42,2019-08-21 01:59:46,1,139,28562,0,2,,
0,23,pack,2019-08-21 02:02:08,2019-08-21 02:03:06,1,139,28562,,,,
0,23,receipt,2019-08-21 02:04:47,2019-08-21 02:05:23,0,139,28562,0,1,,
0,24,pack,2019-08-21 02:06:08,2019-08-21 02:06:48,1,139,28562,,,,
0,24,receipt,2019-08-21 02:08:06,2019-08-21 02:08:36,0,139,28562,0,1,,
0,25,pack,2019-08-21 02:09:46,2019-08-21 02:10:26,1,139,28562,,,,
0,25,pack,2019-08-21 02:12:03,2019-08-21 02:13:08,1,139,28562,,,,
0,25,receipt,2019-08-21 02:09:32,2019-08-21 02:14:26,1,139,28562,0,2,,
0,26,pack,2019-08-21 02:31:15,2019-08-21 02:32:12,1,139,28562,,,,
0,26,receipt,2019-08-21 02:30:57,2019-08-21 02:33:26,1,139,28562,0,1,,
0,27,pack,2019-08-21 03:24:34,2019-08-21 03:25:26,1,139,28562,,,,
0,27,issue,2019-08-21 03:25:26,None,1,139,28562,,,,
0,27,issue,2019-08-21 03:25:26,None,1,139,28562,,,,
0,27,pack,2019-08-21 03:25:29,2019-08-21 03:26:24,1,139,28562,,,,
0,27,pack,2019-08-21 03:28:36,2019-08-21 03:29:19,1,139,28562,,,,
0,27,receipt,2019-08-21 03:23:21,2019-08-21 03:30:25,1,139,28562,0,2,,
0,28,pack,2019-08-21 03:31:25,2019-08-21 03:32:16,1,139,28562,,,,
0,28,receipt,2019-08-21 03:31:11,2019-08-21 03:33:08,1,139,28562,0,1,,
0,29,pack,2019-08-21 03:34:50,2019-08-21 03:35:45,1,139,28562,,,,
0,29,receipt,2019-08-21 03:37:23,2019-08-21 03:37:47,0,139,28562,0,1,,
0,30,pack,2019-08-21 03:42:50,2019-08-21 03:43:37,1,139,28562,,,,
0,30,pack,2019-08-21 03:44:41,2019-08-21 03:45:25,1,139,28562,,,,
0,30,receipt,2019-08-21 03:42:33,2019-08-21 03:46:32,1,139,28562,0,2,,
0,31,pack,2019-08-21 04:10:57,2019-08-21 04:11:36,1,139,28562,,,,
0,31,receipt,2019-08-21 04:12:30,2019-08-21 04:12:45,0,139,28562,0,1,,
0,32,pack,2019-08-21 04:31:46,2019-08-21 04:32:31,1,139,28562,,,,
0,32,pack,2019-08-21 04:34:22,2019-08-21 04:35:10,1,139,28562,,,,
0,32,receipt,2019-08-21 04:36:03,2019-08-21 04:36:24,0,139,28562,0,2,,
0,33,pack,2019-08-21 04:38:59,2019-08-21 04:39:42,1,139,28562,,,,
0,33,receipt,2019-08-21 04:40:31,2019-08-21 04:40:34,0,139,28562,0,1,,
0,34,pack,2019-08-21 04:53:21,2019-08-21 04:54:02,1,139,28562,,,,
0,34,receipt,2019-08-21 04:55:11,2019-08-21 04:55:13,0,139,28562,0,1,,
0,35,pack,2019-08-21 05:23:00,2019-08-21 05:23:59,1,139,28562,,,,
0,35,receipt,2019-08-21 05:22:43,2019-08-21 05:26:59,1,139,28562,1,0,,
0,1,pack,2019-08-21 00:02:36,2019-08-21 00:03:20,1,130,28541,,,,
0,1,receipt,2019-08-21 00:03:27,2019-08-21 00:04:01,0,130,28541,0,1,,
0,2,pack,2019-08-21 00:04:49,2019-08-21 00:05:36,1,130,28541,,,,
0,2,pack,2019-08-21 00:06:09,2019-08-21 00:06:58,1,130,28541,,,,
0,2,receipt,2019-08-21 00:07:30,2019-08-21 00:07:45,0,130,28541,0,2,,
0,3,pack,2019-08-21 00:10:46,2019-08-21 00:11:35,1,130,28541,,,,
0,3,pack,2019-08-21 00:12:30,2019-08-21 00:13:18,1,130,28541,,,,
0,3,receipt,2019-08-21 00:12:32,2019-08-21 00:13:49,1,130,28541,0,2,,
0,4,pack,2019-08-21 00:50:52,2019-08-21 00:51:26,1,130,28541,,,,
0,4,receipt,2019-08-21 00:51:38,2019-08-21 00:51:41,0,130,28541,0,1,,
0,5,pack,2019-08-21 00:57:21,2019-08-21 00:57:56,1,130,28541,,,,
0,5,receipt,2019-08-21 00:58:24,2019-08-21 00:58:26,0,130,28541,0,1,,
0,6,pack,2019-08-21 00:59:12,2019-08-21 01:00:02,1,130,28541,,,,
0,6,receipt,2019-08-21 01:01:00,2019-08-21 01:01:20,0,130,28541,0,1,,
0,7,pack,2019-08-21 01:02:49,2019-08-21 01:03:38,1,130,28541,,,,
0,7,receipt,2019-08-21 01:04:04,2019-08-21 01:04:11,0,130,28541,0,1,,
0,8,pack,2019-08-21 01:11:43,2019-08-21 01:14:11,1,130,28541,,,,
0,8,alarm,2019-08-21 01:11:52,None,1,130,28541,,,,
0,8,issue,2019-08-21 01:14:11,None,1,130,28541,,,,
0,8,receipt,2019-08-21 01:14:48,2019-08-21 01:14:51,0,130,28541,1,0,,
0,9,pack,2019-08-21 01:16:00,2019-08-21 01:16:39,1,130,28541,,,,
0,9,receipt,2019-08-21 01:17:06,2019-08-21 01:17:26,0,130,28541,0,1,,
0,10,pack,2019-08-21 01:36:36,2019-08-21 01:37:17,1,130,28541,,,,
0,10,pack,2019-08-21 01:37:55,2019-08-21 01:38:37,1,130,28541,,,,
0,10,receipt,2019-08-21 01:39:07,2019-08-21 01:39:37,0,130,28541,0,2,,
0,11,pack,2019-08-21 01:46:18,2019-08-21 01:47:18,1,130,28541,,,,
0,11,alarm,2019-08-21 01:46:41,None,1,130,28541,,,,
0,11,receipt,2019-08-21 01:47:46,2019-08-21 01:47:51,0,130,28541,1,0,,
0,12,pack,2019-08-21 02:14:39,2019-08-21 02:15:33,1,130,28541,,,,
0,12,receipt,2019-08-21 02:16:32,2019-08-21 02:16:36,0,130,28541,0,1,,
0,13,pack,2019-08-21 03:49:48,2019-08-21 03:50:42,1,130,28541,,,,
0,13,receipt,2019-08-21 03:51:41,2019-08-21 03:52:15,0,130,28541,0,1,,
0,14,pack,2019-08-21 03:52:49,2019-08-21 03:53:31,1,130,28541,,,,
0,14,receipt,2019-08-21 03:53:48,2019-08-21 03:53:49,0,130,28541,0,1,,
0,15,pack,2019-08-21 03:57:32,2019-08-21 03:58:18,1,130,28541,,,,
0,15,receipt,2019-08-21 03:58:48,2019-08-21 03:58:50,0,130,28541,0,1,,
0,16,pack,2019-08-21 04:04:01,2019-08-21 04:04:37,1,130,28541,,,,
0,16,pack,2019-08-21 04:05:04,2019-08-21 04:05:44,1,130,28541,,,,
0,16,receipt,2019-08-21 04:06:05,2019-08-21 04:06:33,0,130,28541,1,0,,
0,16,receipt,2019-08-21 04:06:41,2019-08-21 04:07:09,0,130,28541,1,0,,
0,17,pack,2019-08-21 04:07:28,2019-08-21 04:08:08,1,130,28541,,,,
0,17,receipt,2019-08-21 04:08:37,2019-08-21 04:08:41,0,130,28541,0,1,,
0,18,pack,2019-08-21 04:11:46,2019-08-21 04:12:23,1,130,28541,,,,
0,18,receipt,2019-08-21 04:13:00,2019-08-21 04:13:03,0,130,28541,0,1,,
0,19,pack,2019-08-21 04:17:21,2019-08-21 04:19:02,1,130,28541,,,,
0,19,pack,2019-08-21 04:19:45,2019-08-21 04:21:14,1,130,28541,,,,
0,19,receipt,2019-08-21 04:21:46,2019-08-21 04:22:12,0,130,28541,0,2,,
0,20,pack,2019-08-21 04:23:04,2019-08-21 04:23:50,1,130,28541,,,,
0,20,receipt,2019-08-21 04:24:46,2019-08-21 04:24:48,0,130,28541,0,1,,
0,21,pack,2019-08-21 04:25:16,2019-08-21 04:25:54,1,130,28541,,,,
0,21,receipt,2019-08-21 04:26:42,2019-08-21 04:26:52,0,130,28541,0,1,,
0,22,pack,2019-08-21 04:28:05,2019-08-21 04:28:47,1,130,28541,,,,
0,22,receipt,2019-08-21 04:29:24,2019-08-21 04:30:08,0,130,28541,0,1,,
0,23,pack,2019-08-21 04:30:52,2019-08-21 04:31:33,1,130,28541,,,,
0,23,pack,2019-08-21 04:31:59,2019-08-21 04:32:36,1,130,28541,,,,
0,23,receipt,2019-08-21 04:32:06,2019-08-21 04:33:01,1,130,28541,0,2,,
0,24,pack,2019-08-21 04:35:35,2019-08-21 04:36:24,1,130,28541,,,,
0,24,receipt,2019-08-21 04:36:51,2019-08-21 04:36:58,0,130,28541,0,1,,
0,25,pack,2019-08-21 04:39:38,2019-08-21 04:40:20,1,130,28541,,,,
0,25,pack,2019-08-21 04:40:52,2019-08-21 04:41:34,1,130,28541,,,,
0,25,receipt,2019-08-21 04:42:14,2019-08-21 04:42:21,0,130,28541,0,2,,
0,26,pack,2019-08-21 04:42:44,2019-08-21 04:43:22,1,130,28541,,,,
0,26,receipt,2019-08-21 04:43:40,2019-08-21 04:43:58,0,130,28541,0,1,,
0,27,pack,2019-08-21 04:50:20,2019-08-21 04:51:09,1,130,28541,,,,
0,27,receipt,2019-08-21 04:50:55,2019-08-21 04:51:36,1,130,28541,0,1,,
0,28,pack,2019-08-21 04:54:09,2019-08-21 04:54:46,1,130,28541,,,,
0,28,receipt,2019-08-21 04:55:05,2019-08-21 04:55:09,0,130,28541,0,1,,
0,29,pack,2019-08-21 04:57:53,2019-08-21 04:58:39,1,130,28541,,,,
0,29,receipt,2019-08-21 04:59:03,2019-08-21 04:59:21,0,130,28541,0,1,,
0,30,pack,2019-08-21 05:08:53,2019-08-21 05:09:35,1,130,28541,,,,
0,30,receipt,2019-08-21 05:09:08,2019-08-21 05:10:11,1,130,28541,0,1,,
0,31,pack,2019-08-21 05:14:20,2019-08-21 05:14:59,1,130,28541,,,,
0,31,receipt,2019-08-21 05:15:23,2019-08-21 05:15:39,0,130,28541,0,1,,
0,32,pack,2019-08-21 05:20:03,2019-08-21 05:22:26,1,130,28541,,,,
0,32,alarm,2019-08-21 05:20:15,None,1,130,28541,,,,
0,32,alarm,2019-08-21 05:21:43,None,1,130,28541,,,,
0,32,issue,2019-08-21 05:22:26,None,1,130,28541,,,,
0,32,pack,2019-08-21 05:23:46,2019-08-21 05:24:30,1,130,28541,,,,
0,32,receipt,2019-08-21 05:25:09,2019-08-21 05:25:31,0,130,28541,0,2,,
0,33,pack,2019-08-21 05:34:57,2019-08-21 05:36:12,1,130,28541,,,,
0,33,receipt,2019-08-21 05:36:53,2019-08-21 05:37:00,0,130,28541,0,1,,
0,1,pack,2019-08-21 00:07:58,2019-08-21 00:08:38,1,132,28571,,,,
0,1,receipt,2019-08-21 00:09:01,2019-08-21 00:09:13,0,132,28571,0,1,,
0,2,pack,2019-08-21 00:12:39,2019-08-21 00:13:13,1,132,28571,,,,
0,2,receipt,2019-08-21 00:14:01,2019-08-21 00:14:05,0,132,28571,0,1,,
0,3,pack,2019-08-21 00:24:01,2019-08-21 00:24:53,1,132,28571,,,,
0,3,receipt,2019-08-21 00:25:33,2019-08-21 00:25:54,0,132,28571,0,1,,
0,4,pack,2019-08-21 00:41:09,2019-08-21 00:42:09,1,132,28571,,,,
0,4,pack,2019-08-21 00:44:15,2019-08-21 00:44:59,1,132,28571,,,,
0,4,receipt,2019-08-21 00:45:36,2019-08-21 00:46:02,0,132,28571,1,0,,
0,4,receipt,2019-08-21 00:46:11,2019-08-21 00:46:28,0,132,28571,1,0,,
0,5,pack,2019-08-21 01:01:36,2019-08-21 01:02:12,1,132,28571,,,,
0,5,receipt,2019-08-21 01:02:46,2019-08-21 01:03:04,0,132,28571,0,1,,
0,6,pack,2019-08-21 01:03:38,2019-08-21 01:04:30,1,132,28571,,,,
0,6,receipt,2019-08-21 01:04:59,2019-08-21 01:05:26,0,132,28571,0,1,,
0,7,pack,2019-08-21 01:05:58,2019-08-21 01:06:35,1,132,28571,,,,
0,7,receipt,2019-08-21 01:06:53,2019-08-21 01:07:13,0,132,28571,0,1,,
0,8,pack,2019-08-21 03:15:09,2019-08-21 03:15:12,1,132,28571,,,,
0,8,issue,2019-08-21 03:15:12,None,1,132,28571,,,,
0,8,issue,2019-08-21 03:15:12,None,1,132,28571,,,,
0,8,issue,2019-08-21 03:15:12,None,1,132,28571,,,,
0,8,pack,2019-08-21 03:15:46,2019-08-21 03:16:24,1,132,28571,,,,
0,8,receipt,2019-08-21 03:16:55,2019-08-21 03:17:20,0,132,28571,0,1,,
0,9,pack,2019-08-21 03:32:13,2019-08-21 03:32:55,1,132,28571,,,,
0,9,receipt,2019-08-21 03:33:15,2019-08-21 03:33:28,0,132,28571,0,1,,
0,10,pack,2019-08-21 03:36:23,2019-08-21 03:37:05,1,132,28571,,,,
0,10,receipt,2019-08-21 03:37:38,2019-08-21 03:37:42,0,132,28571,1,0,,
0,10,alarm,2019-08-21 03:38:22,None,0,132,28571,,,,
0,11,pack,2019-08-21 03:39:36,2019-08-21 03:41:19,1,132,28571,,,,
0,11,receipt,2019-08-21 03:42:24,2019-08-21 03:42:43,0,132,28571,0,1,,
0,12,pack,2019-08-21 03:43:06,2019-08-21 03:43:48,1,132,28571,,,,
0,12,receipt,2019-08-21 03:44:01,2019-08-21 03:44:13,0,132,28571,0,1,,
0,13,pack,2019-08-21 03:44:39,2019-08-21 03:45:15,1,132,28571,,,,
0,13,pack,2019-08-21 03:45:53,2019-08-21 03:46:30,1,132,28571,,,,
0,13,pack,2019-08-21 03:47:18,2019-08-21 03:48:05,1,132,28571,,,,
0,13,receipt,2019-08-21 03:48:45,2019-08-21 03:48:51,0,132,28571,0,3,,
0,14,pack,2019-08-21 03:49:24,2019-08-21 03:50:07,1,132,28571,,,,
0,14,receipt,2019-08-21 03:50:40,2019-08-21 03:50:42,0,132,28571,0,1,,
0,15,pack,2019-08-21 03:51:54,2019-08-21 03:52:34,1,132,28571,,,,
0,15,pack,2019-08-21 03:53:26,2019-08-21 03:54:10,1,132,28571,,,,
0,15,pack,2019-08-21 03:55:00,2019-08-21 03:55:45,1,132,28571,,,,
0,15,receipt,2019-08-21 03:56:23,2019-08-21 03:56:47,0,132,28571,0,3,,
0,16,pack,2019-08-21 04:07:19,2019-08-21 04:08:11,1,132,28571,,,,
0,16,receipt,2019-08-21 04:08:41,2019-08-21 04:08:45,0,132,28571,0,1,,
0,17,pack,2019-08-21 05:38:59,2019-08-21 05:39:55,1,132,28571,,,,
0,17,receipt,2019-08-21 05:40:33,2019-08-21 05:40:35,0,132,28571,0,1,,
0,1,pack,2019-08-21 00:09:06,2019-08-21 00:09:52,1,143,2955,,,,
0,1,issue,2019-08-21 00:09:52,None,1,143,2955,,,,
0,1,issue,2019-08-21 00:09:52,None,1,143,2955,,,,
0,1,pack,2019-08-21 00:10:49,2019-08-21 00:11:34,1,143,2955,,,,
0,1,issue,2019-08-21 00:11:34,None,1,143,2955,,,,
0,1,issue,2019-08-21 00:11:34,None,1,143,2955,,,,
0,1,pack,2019-08-21 00:19:39,2019-08-21 00:20:26,1,143,2955,,,,
0,1,pack,2019-08-21 00:24:24,2019-08-21 00:25:06,1,143,2955,,,,
0,1,receipt,2019-08-21 00:26:18,2019-08-21 00:26:40,0,143,2955,0,4,,
0,2,pack,2019-08-21 02:14:39,2019-08-21 02:15:31,1,143,2955,,,,
0,2,receipt,2019-08-21 02:16:27,2019-08-21 02:16:52,0,143,2955,0,1,,
0,3,pack,2019-08-21 02:49:28,2019-08-21 02:50:12,1,143,2955,,,,
0,3,receipt,2019-08-21 02:51:13,2019-08-21 02:51:40,0,143,2955,0,1,,
0,4,pack,2019-08-21 02:54:41,2019-08-21 02:55:25,1,143,2955,,,,
0,4,receipt,2019-08-21 02:56:35,2019-08-21 02:56:53,0,143,2955,0,1,,
0,5,pack,2019-08-21 02:57:40,2019-08-21 02:58:24,1,143,2955,,,,
0,5,receipt,2019-08-21 02:59:34,2019-08-21 02:59:41,0,143,2955,0,1,,
0,6,pack,2019-08-21 03:02:19,2019-08-21 03:03:06,1,143,2955,,,,
0,6,receipt,2019-08-21 03:04:10,2019-08-21 03:04:21,0,143,2955,0,1,,
0,7,pack,2019-08-21 03:19:29,2019-08-21 03:20:25,1,143,2955,,,,
0,7,pack,2019-08-21 03:22:14,2019-08-21 03:23:10,1,143,2955,,,,
0,7,receipt,2019-08-21 03:24:16,2019-08-21 03:24:47,0,143,2955,0,2,,
0,8,pack,2019-08-21 03:28:59,2019-08-21 03:29:54,1,143,2955,,,,
0,8,receipt,2019-08-21 03:30:34,2019-08-21 03:30:40,0,143,2955,0,1,,
0,9,pack,2019-08-21 04:32:58,2019-08-21 04:33:58,1,143,2955,,,,
0,9,issue,2019-08-21 04:33:58,None,1,143,2955,,,,
0,9,issue,2019-08-21 04:33:58,None,1,143,2955,,,,
0,1,pack,2019-08-21 00:09:35,2019-08-21 00:10:36,1,177,3153,,,,
0,1,receipt,2019-08-21 00:09:30,2019-08-21 00:11:17,1,177,3153,0,1,,
0,2,pack,2019-08-21 00:11:46,2019-08-21 00:12:36,1,177,3153,,,,
0,2,receipt,2019-08-21 00:11:42,2019-08-21 00:13:33,1,177,3153,0,1,,
0,3,pack,2019-08-21 00:41:36,2019-08-21 00:42:34,1,177,3153,,,,
0,3,receipt,2019-08-21 00:41:30,2019-08-21 00:43:34,1,177,3153,0,1,,
0,4,pack,2019-08-21 01:26:33,2019-08-21 01:27:23,1,177,3153,,,,
0,4,receipt,2019-08-21 01:26:29,2019-08-21 01:27:56,1,177,3153,0,1,,
0,5,pack,2019-08-21 02:06:05,2019-08-21 02:06:55,1,177,3153,,,,
0,5,receipt,2019-08-21 02:06:01,2019-08-21 02:07:53,1,177,3153,0,1,,
0,6,pack,2019-08-21 02:42:34,2019-08-21 02:43:07,1,177,3153,,,,
0,6,receipt,2019-08-21 02:42:24,2019-08-21 02:43:55,1,177,3153,0,1,,
0,7,pack,2019-08-21 02:44:28,2019-08-21 02:45:03,1,177,3153,,,,
0,7,receipt,2019-08-21 02:44:21,2019-08-21 02:46:25,1,177,3153,0,1,,
0,8,pack,2019-08-21 02:46:46,2019-08-21 02:47:24,1,177,3153,,,,
0,8,receipt,2019-08-21 02:46:42,2019-08-21 02:48:14,1,177,3153,0,1,,
0,9,pack,2019-08-21 02:48:39,2019-08-21 02:49:27,1,177,3153,,,,
0,9,pack,2019-08-21 02:50:09,2019-08-21 02:50:45,1,177,3153,,,,
0,9,receipt,2019-08-21 02:48:34,2019-08-21 02:51:24,1,177,3153,0,2,,
0,10,pack,2019-08-21 02:57:49,2019-08-21 02:58:45,1,177,3153,,,,
0,10,receipt,2019-08-21 02:57:44,2019-08-21 02:59:55,1,177,3153,0,1,,
0,11,pack,2019-08-21 04:52:56,2019-08-21 04:53:45,1,177,3153,,,,
0,11,receipt,2019-08-21 04:52:48,2019-08-21 04:54:36,1,177,3153,0,1,,
0,12,pack,2019-08-21 05:02:37,2019-08-21 05:03:31,1,177,3153,,,,
0,12,receipt,2019-08-21 05:02:30,2019-08-21 05:04:15,1,177,3153,0,1,,
0,13,pack,2019-08-21 05:05:45,2019-08-21 05:06:49,1,177,3153,,,,
0,13,receipt,2019-08-21 05:05:38,2019-08-21 05:08:07,1,177,3153,0,1,,
0,14,pack,2019-08-21 05:18:57,2019-08-21 05:19:48,1,177,3153,,,,
0,14,receipt,2019-08-21 05:18:51,2019-08-21 05:20:47,1,177,3153,0,1,,
0,15,pack,2019-08-21 05:37:49,2019-08-21 05:38:24,1,177,3153,,,,
0,15,receipt,2019-08-21 05:37:44,2019-08-21 05:39:26,1,177,3153,0,1,,
0,16,pack,2019-08-21 05:39:51,2019-08-21 05:40:35,1,177,3153,,,,
0,16,receipt,2019-08-21 05:39:51,2019-08-21 05:41:20,1,177,3153,0,1,,
0,17,pack,2019-08-21 05:42:04,2019-08-21 05:42:46,1,177,3153,,,,
0,17,receipt,2019-08-21 05:41:59,2019-08-21 05:43:29,1,177,3153,0,1,,
0,1,pack,2019-08-21 00:10:22,2019-08-21 00:11:11,1,134,2864,,,,
0,1,receipt,2019-08-21 00:12:05,2019-08-21 00:12:58,0,134,2864,0,1,,
0,2,pack,2019-08-21 01:51:10,2019-08-21 01:52:00,1,134,2864,,,,
0,2,receipt,2019-08-21 01:50:26,2019-08-21 01:52:50,1,134,2864,0,1,,
0,3,pack,2019-08-21 01:53:14,2019-08-21 01:54:14,1,134,2864,,,,
0,3,receipt,2019-08-21 01:55:06,2019-08-21 01:55:28,0,134,2864,0,1,,
0,4,pack,2019-08-21 02:12:47,2019-08-21 02:13:40,1,134,2864,,,,
0,4,pack,2019-08-21 02:15:07,2019-08-21 02:16:02,1,134,2864,,,,
0,4,receipt,2019-08-21 02:17:06,2019-08-21 02:17:29,0,134,2864,0,2,,
0,5,pack,2019-08-21 02:28:35,2019-08-21 02:29:23,1,134,2864,,,,
0,5,pack,2019-08-21 02:30:36,2019-08-21 02:31:27,1,134,2864,,,,
0,5,receipt,2019-08-21 02:32:24,2019-08-21 02:32:48,0,134,2864,1,0,,
0,5,receipt,2019-08-21 02:32:58,2019-08-21 02:33:20,0,134,2864,1,0,,
0,6,pack,2019-08-21 02:33:42,2019-08-21 02:34:31,1,134,2864,,,,
0,6,receipt,2019-08-21 02:35:19,2019-08-21 02:35:25,0,134,2864,0,1,,
0,7,pack,2019-08-21 02:35:54,2019-08-21 02:36:41,1,134,2864,,,,
0,7,receipt,2019-08-21 02:37:39,2019-08-21 02:37:49,0,134,2864,0,1,,
0,8,pack,2019-08-21 02:45:28,2019-08-21 02:46:22,1,134,2864,,,,
0,8,receipt,2019-08-21 02:47:27,2019-08-21 02:47:44,0,134,2864,0,1,,
0,9,pack,2019-08-21 02:50:05,2019-08-21 02:50:51,1,134,2864,,,,
0,9,receipt,2019-08-21 02:51:57,2019-08-21 02:52:05,0,134,2864,0,1,,
0,10,pack,2019-08-21 02:53:17,2019-08-21 02:54:07,1,134,2864,,,,
0,10,pack,2019-08-21 02:55:11,2019-08-21 02:55:53,1,134,2864,,,,
0,10,receipt,2019-08-21 02:52:48,2019-08-21 02:56:54,1,134,2864,1,0,,
0,10,receipt,2019-08-21 02:57:03,2019-08-21 02:57:26,0,134,2864,1,0,,
0,11,pack,2019-08-21 02:57:49,2019-08-21 02:58:43,1,134,2864,,,,
0,11,pack,2019-08-21 02:59:39,2019-08-21 03:00:17,1,134,2864,,,,
0,11,receipt,2019-08-21 03:01:07,2019-08-21 03:01:26,0,134,2864,1,0,,
0,11,receipt,2019-08-21 03:01:36,2019-08-21 03:02:01,0,134,2864,1,0,,
0,12,pack,2019-08-21 03:02:29,2019-08-21 03:03:10,1,134,2864,,,,
0,12,receipt,2019-08-21 03:03:53,2019-08-21 03:04:06,0,134,2864,0,1,,
0,13,pack,2019-08-21 03:04:29,2019-08-21 03:05:17,1,134,2864,,,,
0,13,receipt,2019-08-21 03:06:19,2019-08-21 03:06:22,0,134,2864,0,1,,
